transaction_id,account_id,transaction_date,amount,transaction_type,merchant_country
TXN000415,ACC0027,2024-12-13,2345.42,DEBIT,Singapore
TXN000416,ACC0027,2023-11-08,1660.11,CREDIT,UAE
TXN000417,ACC0027,2024-04-04,3595.8,DEBIT,UAE
TXN000418,ACC0027,2024-06-25,3955.93,DEBIT,USA
TXN000419,ACC0027,2025-04-01,4282.17,CREDIT,Singapore
TXN000420,ACC0027,2024-09-25,2581.25,DEBIT,India
TXN000421,ACC0027,2025-05-31,485.97,DEBIT,India
TXN000422,ACC0027,2024-06-11,4679.77,DEBIT,England
TXN000423,ACC0027,2024-08-11,1185.25,CREDIT,England
TXN000424,ACC0027,2024-05-20,2916.48,DEBIT,England
TXN000425,ACC0027,2025-05-15,1804.16,DEBIT,Canada
TXN000426,ACC0027,2025-05-29,599.94,CREDIT,USA
TXN000427,ACC0027,2024-09-03,3433.51,CREDIT,UAE
TXN000428,ACC0027,2023-11-13,3197.17,CREDIT,England
TXN000429,ACC0027,2025-04-05,1112.04,DEBIT,India
TXN000430,ACC0027,2023-12-19,2280.34,CREDIT,India
TXN000431,ACC0027,2025-01-28,4564.86,DEBIT,Singapore
TXN000432,ACC0028,2025-05-22,3776.15,DEBIT,Bangladesh
TXN000433,ACC0028,2024-09-25,2645.58,CREDIT,Canada
TXN000434,ACC0028,2025-01-23,569.92,DEBIT,Bangladesh
TXN000435,ACC0028,2024-12-26,757.76,CREDIT,Singapore
TXN000436,ACC0028,2024-12-09,2214.78,DEBIT,UAE
TXN000437,ACC0028,2025-02-12,2449.25,CREDIT,Singapore
TXN000438,ACC0028,2023-08-21,2272.63,CREDIT,India
TXN000439,ACC0028,2025-01-23,298.11,CREDIT,UAE
TXN000440,ACC0028,2024-05-06,3619.17,CREDIT,England
TXN000441,ACC0028,2023-06-29,3731.56,DEBIT,Canada
TXN000442,ACC0028,2024-09-01,1729.2,DEBIT,Bangladesh
TXN000443,ACC0028,2023-08-26,4673.57,DEBIT,India
TXN000444,ACC0029,2024-03-24,2050.25,DEBIT,Singapore
TXN000445,ACC0029,2025-03-22,4891.88,CREDIT,England
TXN000446,ACC0029,2024-06-30,2248.2,CREDIT,India
TXN000447,ACC0029,2023-08-26,3416.82,DEBIT,UAE
TXN000448,ACC0029,2024-05-26,601.98,CREDIT,Bangladesh
TXN000449,ACC0029,2023-10-13,3642.01,DEBIT,Singapore
TXN000450,ACC0030,2022-01-15,4892.67,CREDIT,UAE
TXN000451,ACC0030,2023-07-03,2126.4,CREDIT,Singapore
TXN000452,ACC0030,2022-08-15,1245.09,CREDIT,USA
TXN000453,ACC0030,2022-10-01,950.52,DEBIT,Canada
TXN000454,ACC0030,2023-10-30,2102.01,DEBIT,USA
TXN000455,ACC0031,2022-01-14,513.47,DEBIT,India
TXN000456,ACC0031,2023-07-12,3363.4,DEBIT,USA
TXN000457,ACC0031,2021-12-22,2017.3,DEBIT,Bangladesh
TXN000458,ACC0031,2022-06-17,3774.38,DEBIT,USA
TXN000459,ACC0031,2023-04-06,4967.48,DEBIT,Singapore
TXN000460,ACC0031,2023-06-19,48965.1,CREDIT,USA
TXN000461,ACC0031,2022-09-12,4382.53,DEBIT,India
TXN000462,ACC0031,2022-09-10,1383.02,DEBIT,UAE
TXN000463,ACC0031,2023-10-03,2141.73,CREDIT,Canada
TXN000464,ACC0031,2022-10-25,4708.52,CREDIT,Singapore
TXN000465,ACC0031,2023-04-28,1600.48,CREDIT,India
TXN000466,ACC0032,2022-09-17,1888.54,CREDIT,USA
TXN000467,ACC0032,2022-07-02,1510.67,DEBIT,Singapore
TXN000468,ACC0032,2023-03-03,4574.56,CREDIT,India
TXN000469,ACC0032,2023-06-07,2654.66,CREDIT,USA
TXN000470,ACC0032,2022-08-02,1024.65,DEBIT,India
TXN000471,ACC0032,2022-11-28,471.4,DEBIT,Canada
TXN000472,ACC0032,2022-08-15,1892.07,DEBIT,Singapore
TXN000473,ACC0032,2022-01-27,948.93,DEBIT,India
TXN000474,ACC0032,2022-06-15,4348.67,CREDIT,England
TXN000475,ACC0033,2022-11-09,4686.43,DEBIT,UAE
TXN000476,ACC0033,2023-08-10,4573.06,DEBIT,India
TXN000477,ACC0033,2022-12-08,2764.88,CREDIT,India
TXN000478,ACC0033,2023-07-28,2672.91,CREDIT,England
TXN000479,ACC0033,2022-12-30,1804.63,CREDIT,India
TXN000480,ACC0034,2024-07-18,3810.53,CREDIT,USA
TXN000481,ACC0034,2024-04-08,1571.48,DEBIT,Bangladesh
TXN000482,ACC0034,2023-11-07,3708.85,DEBIT,England
TXN000483,ACC0034,2024-10-12,4674.44,CREDIT,England
TXN000484,ACC0034,2023-08-29,989.0,DEBIT,India
TXN000485,ACC0034,2024-10-29,4168.48,CREDIT,Bangladesh
TXN000486,ACC0034,2025-01-24,4717.89,CREDIT,England
TXN000487,ACC0034,2024-08-07,4832.88,CREDIT,India
TXN000488,ACC0035,2024-02-11,854.64,CREDIT,USA
TXN000489,ACC0035,2024-08-24,4951.71,DEBIT,Bangladesh
TXN000490,ACC0035,2023-03-22,4196.95,DEBIT,Singapore
TXN000491,ACC0035,2024-12-31,252.09,DEBIT,India
TXN000492,ACC0035,2023-07-06,4214.3,DEBIT,Canada
TXN000493,ACC0035,2023-07-20,55.62,CREDIT,England
TXN000494,ACC0035,2023-04-18,3093.0,CREDIT,UAE
TXN000495,ACC0035,2024-06-29,88.5,CREDIT,Canada
TXN000496,ACC0035,2023-03-05,2651.79,CREDIT,Bangladesh
TXN000497,ACC0035,2023-12-06,95.54,CREDIT,Singapore
TXN000498,ACC0036,2023-02-26,4591.06,DEBIT,USA
TXN000499,ACC0036,2023-05-24,3102.71,CREDIT,Singapore
TXN000500,ACC0036,2023-11-06,1343.95,CREDIT,Canada
TXN000501,ACC0036,2023-11-26,4796.9,CREDIT,Bangladesh
TXN000502,ACC0036,2023-07-16,4951.26,DEBIT,England
TXN000503,ACC0036,2024-10-09,4142.03,DEBIT,UAE
TXN000504,ACC0036,2024-09-04,3800.33,DEBIT,India
TXN000505,ACC0036,2023-12-02,1892.08,CREDIT,Canada
TXN000506,ACC0036,2024-08-22,57.16,DEBIT,Canada
TXN000507,ACC0036,2024-04-03,4228.2,CREDIT,Bangladesh
TXN000508,ACC0037,2022-12-17,4596.57,DEBIT,USA
TXN000509,ACC0037,2023-01-26,2382.75,DEBIT,Canada
TXN000510,ACC0037,2023-05-26,4628.67,DEBIT,USA
TXN000511,ACC0037,2022-05-13,88.13,DEBIT,Bangladesh
TXN000512,ACC0037,2021-11-19,3763.75,CREDIT,Canada
TXN000513,ACC0037,2022-04-27,820.63,DEBIT,Bangladesh
TXN000514,ACC0037,2022-07-28,3388.4,CREDIT,India
TXN000515,ACC0037,2021-11-15,3954.59,DEBIT,Bangladesh
TXN000516,ACC0038,2023-10-19,497.45,DEBIT,Singapore
TXN000517,ACC0038,2023-11-11,1709.56,CREDIT,Singapore
TXN000518,ACC0038,2024-07-25,157.83,CREDIT,Singapore
TXN000519,ACC0038,2024-11-29,2458.11,CREDIT,Bangladesh
TXN000520,ACC0038,2024-09-13,2164.92,CREDIT,Canada
TXN000521,ACC0038,2025-05-20,1483.94,DEBIT,UAE
TXN000522,ACC0038,2023-11-09,419.37,DEBIT,India
TXN000523,ACC0038,2025-06-05,779.84,CREDIT,England
TXN000524,ACC0038,2024-08-29,541.69,DEBIT,England
TXN000525,ACC0038,2024-11-23,1805.99,CREDIT,Canada
TXN000526,ACC0038,2024-01-08,445.61,CREDIT,India
TXN000527,ACC0038,2025-03-18,2778.15,CREDIT,Canada
TXN000528,ACC0038,2023-09-21,457.2,DEBIT,Bangladesh
TXN000529,ACC0038,2025-04-29,3924.35,CREDIT,Canada
TXN000530,ACC0038,2024-06-19,2074.91,DEBIT,UAE
TXN000531,ACC0038,2025-03-20,4526.99,DEBIT,Bangladesh
TXN000532,ACC0039,2024-04-25,3429.73,DEBIT,USA
TXN000533,ACC0039,2024-08-05,-273.25,CREDIT,USA
TXN000534,ACC0039,2024-01-07,844.36,CREDIT,India
TXN000535,ACC0039,2024-09-05,2426.31,DEBIT,England
TXN000536,ACC0039,2024-07-18,4721.67,CREDIT,Bangladesh
TXN000537,ACC0039,2025-07-27,985.79,DEBIT,USA
TXN000538,ACC0039,2024-09-10,43.77,CREDIT,England
TXN000539,ACC0039,2025-07-31,1905.65,CREDIT,India
TXN000540,ACC0039,2024-10-11,2158.77,DEBIT,England
TXN000541,ACC0039,2024-09-27,3020.02,DEBIT,India
TXN000542,ACC0039,2024-09-20,896.41,CREDIT,England
TXN000543,ACC0039,2024-08-28,3677.02,CREDIT,Bangladesh
TXN000544,ACC0039,2024-07-09,1636.17,CREDIT,Singapore
TXN000545,ACC0039,2024-12-10,1831.43,DEBIT,Bangladesh
TXN000546,ACC0039,2025-05-15,907.84,DEBIT,UAE
TXN000547,ACC0039,2025-02-18,4715.44,DEBIT,India
TXN000548,ACC0039,2024-08-28,4158.1,DEBIT,Singapore
TXN000549,ACC0039,2024-12-26,3368.16,DEBIT,UAE
TXN000550,ACC0039,2024-09-09,1217.69,DEBIT,UAE
TXN000551,ACC0039,2025-01-10,3947.49,DEBIT,India
TXN000552,ACC0039,2025-07-08,2401.38,CREDIT,Bangladesh
TXN000553,ACC0040,2024-04-11,2722.79,CREDIT,UAE
TXN000554,ACC0040,2024-08-10,2973.16,DEBIT,Canada
TXN000555,ACC0040,2023-10-20,3291.43,CREDIT,USA
TXN000556,ACC0040,2024-12-01,3067.26,CREDIT,Singapore
TXN000557,ACC0040,2024-01-13,4828.93,CREDIT,Canada
TXN000558,ACC0040,2023-02-18,502.05,DEBIT,Bangladesh
TXN000559,ACC0040,2024-07-23,2794.39,DEBIT,India
TXN000560,ACC0040,2024-02-26,1961.76,DEBIT,England
TXN000561,ACC0040,2023-03-05,2419.03,CREDIT,India
TXN000562,ACC0040,2023-05-06,589.19,DEBIT,England
TXN000563,ACC0040,2023-12-24,1721.9,DEBIT,Bangladesh
TXN000564,ACC0040,2024-06-16,1748.02,DEBIT,India
TXN000565,ACC0040,2024-05-16,1601.36,CREDIT,Canada
TXN000566,ACC0040,2023-06-05,122.7,CREDIT,UAE
TXN000567,ACC0040,2023-05-30,3388.93,DEBIT,UAE
TXN000568,ACC0040,2023-10-15,2584.81,DEBIT,England
TXN000569,ACC0040,2024-09-03,2137.58,CREDIT,USA
TXN000570,ACC0040,2024-03-28,3152.5,DEBIT,UAE
TXN000571,ACC0040,2024-12-12,2166.35,DEBIT,UAE
TXN000572,ACC0040,2024-10-28,4416.66,CREDIT,Bangladesh
TXN000573,ACC0040,2024-04-22,1950.29,DEBIT,USA
TXN000574,ACC0041,2023-04-16,2890.97,DEBIT,England
TXN000575,ACC0041,2024-01-10,993.4,DEBIT,England
TXN000576,ACC0041,2024-12-28,4314.56,CREDIT,Bangladesh
TXN000577,ACC0041,2024-03-14,3060.43,DEBIT,England
TXN000578,ACC0041,2024-02-06,4229.13,DEBIT,
TXN000579,ACC0041,2024-12-31,3532.88,CREDIT,Bangladesh
TXN000580,ACC0041,2024-10-07,432.91,DEBIT,England
TXN000581,ACC0041,2023-06-11,1200.48,DEBIT,USA
TXN000582,ACC0041,2024-02-28,3470.25,CREDIT,India
TXN000583,ACC0041,2024-10-13,697.96,CREDIT,India
TXN000584,ACC0041,2023-08-20,2438.48,DEBIT,Bangladesh
TXN000585,ACC0041,2023-07-31,2453.31,DEBIT,USA
TXN000586,ACC0041,2023-12-30,4211.51,DEBIT,Singapore
TXN000587,ACC0042,2022-12-25,2428.2,DEBIT,Singapore
TXN000588,ACC0042,2024-01-13,4819.51,CREDIT,India
TXN000589,ACC0042,2024-05-02,2084.0,CREDIT,India
TXN000590,ACC0042,2023-06-05,422.53,DEBIT,Singapore
TXN000591,ACC0042,2023-07-29,1467.53,CREDIT,USA
TXN000592,ACC0042,2024-06-18,1450.46,CREDIT,Bangladesh
TXN000593,ACC0042,2024-05-06,2753.13,DEBIT,Bangladesh
TXN000594,ACC0042,2023-04-11,1346.77,CREDIT,Bangladesh
TXN000595,ACC0042,2023-01-27,3802.42,CREDIT,Bangladesh
TXN000596,ACC0042,2023-07-27,4948.98,DEBIT,UAE
TXN000597,ACC0042,2024-10-15,3759.21,CREDIT,Singapore
TXN000598,ACC0042,2023-01-18,2254.16,CREDIT,Singapore
TXN000599,ACC0042,2023-03-15,2200.96,DEBIT,Singapore
TXN000600,ACC0042,2023-08-15,1057.29,CREDIT,Singapore
TXN000601,ACC0042,2024-08-31,3167.53,DEBIT,Bangladesh
TXN000602,ACC0042,2023-05-07,3926.4,DEBIT,Singapore
TXN000603,ACC0043,2024-12-08,1760.57,CREDIT,Bangladesh
TXN000604,ACC0043,2024-11-06,850.2,CREDIT,England
TXN000605,ACC0043,2024-12-11,1344.04,DEBIT,USA
TXN000606,ACC0043,2024-06-29,4594.66,CREDIT,Singapore
TXN000607,ACC0043,2025-03-06,643.17,DEBIT,USA
TXN000608,ACC0043,2023-10-01,3559.86,DEBIT,Singapore
TXN000609,ACC0044,2024-10-10,719.44,CREDIT,UAE
TXN000610,ACC0044,2024-07-25,1882.11,DEBIT,UAE
TXN000611,ACC0044,2023-08-31,2020.23,CREDIT,UAE
TXN000612,ACC0044,2024-06-08,2278.93,CREDIT,England
TXN000613,ACC0044,2025-01-12,22.34,DEBIT,UAE
TXN000614,ACC0044,2024-09-08,3177.85,CREDIT,Singapore
TXN000615,ACC0044,2023-07-31,3980.43,CREDIT,USA
TXN000616,ACC0044,2024-08-09,4125.99,CREDIT,England
TXN000617,ACC0044,2024-04-22,4143.43,CREDIT,Bangladesh
TXN000618,ACC0044,2025-01-08,661.67,CREDIT,Singapore
TXN000619,ACC0044,2024-05-13,4471.83,DEBIT,Canada
TXN000620,ACC0044,2023-09-06,3134.64,CREDIT,Canada
TXN000621,ACC0044,2023-10-02,4647.87,DEBIT,India
TXN000622,ACC0044,2024-09-06,13.37,CREDIT,USA
TXN000623,ACC0044,2023-10-10,4411.92,CREDIT,USA
TXN000624,ACC0044,2024-03-03,475.77,CREDIT,England
TXN000625,ACC0044,2023-08-20,1865.5,DEBIT,Canada
TXN000626,ACC0045,2023-07-30,1534.49,DEBIT,India
TXN000627,ACC0045,2023-08-30,465.08,DEBIT,Canada
TXN000628,ACC0045,2022-06-03,2389.27,DEBIT,Bangladesh
TXN000629,ACC0045,2022-06-16,2602.03,CREDIT,Canada
TXN000630,ACC0045,2021-11-05,3481.03,DEBIT,Singapore
TXN000631,ACC0045,2023-01-03,3473.21,CREDIT,Canada
TXN000632,ACC0045,2022-06-19,1921.52,DEBIT,Canada
TXN000633,ACC0045,2022-09-13,1844.13,CREDIT,USA
TXN000634,ACC0045,2022-11-23,3869.57,DEBIT,UAE
TXN000635,ACC0045,2023-09-21,722.84,DEBIT,Bangladesh
TXN000636,ACC0045,2023-08-24,828.94,CREDIT,UAE
TXN000637,ACC0045,2022-06-03,3144.12,DEBIT,India
TXN000638,ACC0045,2023-07-20,3435.97,DEBIT,Canada
TXN000639,ACC0045,2022-02-07,708.67,DEBIT,Bangladesh
TXN000640,ACC0045,2022-11-25,1764.16,CREDIT,England
TXN000641,ACC0045,2022-03-20,1246.45,DEBIT,USA
TXN000642,ACC0045,2023-05-17,3008.99,CREDIT,Singapore
TXN000643,ACC0046,2023-10-08,4380.38,DEBIT,Bangladesh
TXN000644,ACC0046,2023-08-16,2552.52,CREDIT,England
TXN000645,ACC0046,2023-09-25,282.3,DEBIT,India
TXN000646,ACC0046,2023-01-02,572.59,CREDIT,UAE
TXN000647,ACC0046,2023-08-03,364.35,DEBIT,England
TXN000648,ACC0047,2022-02-25,1940.32,CREDIT,England
TXN000649,ACC0047,2023-04-25,3417.88,CREDIT,Singapore
TXN000650,ACC0047,2021-12-26,93.28,DEBIT,Canada
TXN000651,ACC0047,2022-07-08,1086.56,DEBIT,Singapore
TXN000652,ACC0047,2022-11-24,2537.99,CREDIT,India
TXN000653,ACC0047,2022-11-28,421.31,DEBIT,England
TXN000654,ACC0047,2022-01-06,1556.44,DEBIT,Singapore
TXN000655,ACC0047,2022-03-21,2686.59,CREDIT,Bangladesh
TXN000656,ACC0047,2023-07-24,3818.49,DEBIT,England
TXN000657,ACC0047,2023-01-03,3652.49,DEBIT,Canada
TXN000658,ACC0047,2022-06-20,440.2,CREDIT,Canada
TXN000659,ACC0047,2023-01-20,3065.36,DEBIT,England
TXN000660,ACC0047,2023-08-26,3711.05,DEBIT,Canada
TXN000661,ACC0047,2021-10-25,3542.42,DEBIT,USA
TXN000662,ACC0047,2023-03-05,4765.55,CREDIT,USA
TXN000663,ACC0048,2023-10-24,3751.38,CREDIT,UAE
TXN000664,ACC0048,2023-10-15,3859.44,DEBIT,England
TXN000665,ACC0048,2024-08-29,1367.18,DEBIT,England
TXN000666,ACC0048,2025-01-27,3141.39,CREDIT,India
TXN000667,ACC0048,2024-11-21,1807.02,CREDIT,Singapore
TXN000668,ACC0048,2025-01-17,842.74,DEBIT,England
TXN000669,ACC0048,2023-09-30,4472.4,DEBIT,USA
TXN000670,ACC0048,2024-11-19,22.82,DEBIT,USA
TXN000671,ACC0048,2023-08-03,2364.11,CREDIT,USA
TXN000672,ACC0048,2023-12-17,4656.49,DEBIT,Bangladesh
TXN000673,ACC0048,2025-04-18,2102.65,CREDIT,USA
TXN000674,ACC0048,2024-08-16,4580.12,CREDIT,England
TXN000675,ACC0048,2023-09-04,2861.96,DEBIT,Bangladesh
TXN000676,ACC0048,2025-05-06,4510.69,DEBIT,USA
TXN000677,ACC0048,2024-11-26,4907.26,CREDIT,Canada
TXN000678,ACC0048,2024-10-05,4331.5,CREDIT,England
TXN000679,ACC0049,2025-03-25,2289.16,CREDIT,USA
TXN000680,ACC0049,2024-06-30,2823.4,CREDIT,UAE
TXN000681,ACC0049,2025-06-04,1220.49,CREDIT,Bangladesh
TXN000682,ACC0049,2025-01-23,4988.96,DEBIT,UAE
TXN000683,ACC0049,2025-03-18,3804.81,DEBIT,USA
TXN000684,ACC0049,2023-09-12,4662.66,DEBIT,USA
TXN000685,ACC0049,2025-03-13,1738.65,DEBIT,England
TXN000686,ACC0050,2024-11-01,1887.61,CREDIT,Canada
TXN000687,ACC0050,2023-07-27,2653.77,DEBIT,India
TXN000688,ACC0050,2024-05-15,4806.31,DEBIT,UAE
TXN000689,ACC0050,2023-10-11,474.2,DEBIT,Singapore
TXN000690,ACC0050,2024-06-13,2071.15,CREDIT,India
TXN000691,ACC0051,2023-01-25,486.93,DEBIT,UAE
TXN000692,ACC0051,2022-07-18,383.4,DEBIT,India
TXN000693,ACC0051,2023-04-19,4821.45,DEBIT,England
TXN000694,ACC0051,2022-03-04,4256.06,CREDIT,UAE
TXN000695,ACC0051,2022-05-10,1597.11,CREDIT,USA
TXN000696,ACC0051,2021-08-25,4718.34,DEBIT,Singapore
TXN000697,ACC0051,2023-01-29,553.77,DEBIT,USA
TXN000698,ACC0052,2022-10-05,1577.03,DEBIT,Bangladesh
TXN000699,ACC0052,2022-06-16,4823.53,DEBIT,India
TXN000700,ACC0052,2022-04-26,2322.1,DEBIT,Canada
TXN000701,ACC0052,2021-11-23,4039.91,CREDIT,Singapore
TXN000702,ACC0052,2023-02-22,211.25,CREDIT,USA
TXN000703,ACC0052,2021-09-16,3558.68,CREDIT,India
TXN000704,ACC0052,2022-11-22,254.26,CREDIT,England
TXN000705,ACC0052,2021-12-10,165.1,CREDIT,Singapore
TXN000706,ACC0052,2022-09-21,2784.21,DEBIT,Canada
TXN000707,ACC0052,2022-10-01,518.52,DEBIT,Canada
TXN000708,ACC0052,2021-06-27,317.73,DEBIT,USA
TXN000709,ACC0052,2022-01-03,4120.13,CREDIT,UAE
TXN000710,ACC0052,2023-03-22,4688.5,DEBIT,Bangladesh
TXN000711,ACC0052,2023-02-05,1301.52,DEBIT,Canada
TXN000712,ACC0052,2021-08-20,996.77,CREDIT,Singapore
TXN000713,ACC0052,2021-10-24,468.97,CREDIT,Canada
TXN000714,ACC0052,2021-07-28,4711.98,DEBIT,USA
TXN000715,ACC0052,2023-01-23,2171.45,CREDIT,India
TXN000716,ACC0052,2021-07-15,1919.82,CREDIT,USA
TXN000717,ACC0053,2022-03-16,4542.44,CREDIT,England
TXN000718,ACC0053,2022-11-08,4418.28,DEBIT,Bangladesh
TXN000719,ACC0053,2023-05-05,3088.72,CREDIT,India
TXN000720,ACC0053,2022-10-04,4415.07,CREDIT,Canada
TXN000721,ACC0053,2021-11-06,1406.08,DEBIT,India
TXN000722,ACC0053,2022-03-01,3216.84,DEBIT,UAE
TXN000723,ACC0053,2023-02-16,3976.28,CREDIT,Singapore
TXN000724,ACC0053,2022-08-11,2403.63,CREDIT,England
TXN000725,ACC0053,2023-03-11,2516.94,CREDIT,England
TXN000726,ACC0053,2022-02-09,140.05,DEBIT,Canada
TXN000727,ACC0053,2022-05-23,302.37,CREDIT,Bangladesh
TXN000728,ACC0053,2022-08-10,3836.54,DEBIT,USA
TXN000729,ACC0053,2021-11-19,1246.81,DEBIT,England
TXN000730,ACC0053,2023-02-06,4083.26,DEBIT,Singapore
TXN000731,ACC0053,2022-03-21,2882.7,CREDIT,England
TXN000732,ACC0053,2022-02-02,888.74,CREDIT,Singapore
TXN000733,ACC0054,2024-10-04,150.75,CREDIT,Bangladesh
TXN000734,ACC0054,2024-09-06,719.09,DEBIT,Singapore
TXN000735,ACC0054,2024-06-25,2715.2,DEBIT,India
TXN000736,ACC0054,2023-03-17,460.38,DEBIT,Bangladesh
TXN000737,ACC0054,2023-09-19,109.44,CREDIT,Canada
TXN000738,ACC0054,2024-01-12,4590.3,DEBIT,Singapore
TXN000739,ACC0054,2023-06-20,1710.39,DEBIT,Singapore
TXN000740,ACC0054,2024-01-04,307.18,DEBIT,Bangladesh
TXN000741,ACC0054,2023-07-02,3874.09,CREDIT,Canada
TXN000742,ACC0054,2024-02-24,3525.64,CREDIT,Bangladesh
TXN000743,ACC0054,2023-05-21,1689.44,CREDIT,USA
TXN000744,ACC0054,2023-07-18,3664.44,CREDIT,Singapore
TXN000745,ACC0054,2024-11-22,4803.7,CREDIT,USA
TXN000746,ACC0054,2024-09-04,3470.87,CREDIT,USA
TXN000747,ACC0054,2024-12-19,2948.86,DEBIT,India
TXN000748,ACC0054,2023-12-18,3672.63,CREDIT,USA
TXN000749,ACC0055,2023-02-08,4744.45,CREDIT,Singapore
TXN000750,ACC0055,2024-09-10,171.59,CREDIT,Singapore
TXN000751,ACC0055,2024-10-25,1112.27,DEBIT,India
TXN000752,ACC0055,2023-07-01,1662.53,DEBIT,USA
TXN000753,ACC0055,2024-01-28,4912.07,DEBIT,
TXN000754,ACC0055,2023-05-08,-2828.56,CREDIT,India
TXN000755,ACC0055,2023-02-18,1333.41,DEBIT,UAE
TXN000756,ACC0055,2023-04-17,1758.9,DEBIT,UAE
TXN000757,ACC0055,2023-02-08,250.26,CREDIT,UAE
TXN000758,ACC0055,2024-04-11,4845.82,CREDIT,India
TXN000759,ACC0056,2024-02-29,2734.66,DEBIT,Singapore
TXN000760,ACC0056,2024-07-09,3945.76,DEBIT,USA
TXN000761,ACC0056,2024-06-11,377.81,DEBIT,England
TXN000762,ACC0056,2023-03-27,1600.4,DEBIT,Canada
TXN000763,ACC0056,2024-02-20,858.82,CREDIT,USA
TXN000764,ACC0056,2023-05-22,2739.76,DEBIT,England
TXN000765,ACC0056,2024-11-04,4926.53,CREDIT,UAE
TXN000766,ACC0056,2023-04-07,2162.3,DEBIT,Bangladesh
TXN000767,ACC0056,2024-05-24,793.95,DEBIT,England
TXN000768,ACC0056,2023-10-03,4872.25,CREDIT,UAE
TXN000769,ACC0056,2024-09-24,3612.97,CREDIT,UAE
TXN000770,ACC0056,2023-12-20,1494.03,DEBIT,Canada
TXN000771,ACC0056,2024-04-12,2863.13,CREDIT,USA
TXN000772,ACC0056,2023-05-01,1810.54,CREDIT,Canada
TXN000773,ACC0056,2024-01-02,4121.25,CREDIT,
TXN000774,ACC0056,2023-06-14,138.42,DEBIT,UAE
TXN000775,ACC0056,2023-12-30,4885.52,CREDIT,Singapore
TXN000776,ACC0057,2023-02-15,3926.53,CREDIT,India
TXN000777,ACC0057,2024-02-11,1332.37,CREDIT,USA
TXN000778,ACC0057,2023-04-20,4428.61,CREDIT,USA
TXN000779,ACC0057,2023-07-06,232.64,CREDIT,India
TXN000780,ACC0057,2022-12-31,1138.95,CREDIT,Bangladesh
TXN000781,ACC0057,2022-06-08,764.14,DEBIT,Canada
TXN000782,ACC0057,2024-02-19,1725.52,CREDIT,Singapore
TXN000783,ACC0057,2023-11-30,1145.29,DEBIT,Singapore
TXN000784,ACC0058,2023-08-22,2098.97,CREDIT,Bangladesh
TXN000785,ACC0058,2022-11-01,2386.55,DEBIT,India
TXN000786,ACC0058,2022-04-09,2515.49,DEBIT,Canada
TXN000787,ACC0058,2023-06-07,872.67,DEBIT,USA
TXN000788,ACC0058,2022-09-18,639.67,CREDIT,Canada
TXN000789,ACC0058,2024-02-02,2182.61,DEBIT,Singapore
TXN000790,ACC0058,2023-11-04,1296.85,DEBIT,Canada
TXN000791,ACC0058,2023-04-06,2786.26,CREDIT,Singapore
TXN000792,ACC0058,2022-12-12,2603.24,DEBIT,Singapore
TXN000793,ACC0058,2023-12-03,2942.0,CREDIT,Canada
TXN000794,ACC0058,2023-05-03,756.72,DEBIT,Canada
TXN000795,ACC0058,2023-10-02,3899.93,CREDIT,Singapore
TXN000796,ACC0058,2023-09-04,4401.88,CREDIT,England
TXN000797,ACC0058,2023-04-01,3277.39,CREDIT,Canada
TXN000798,ACC0058,2022-08-28,1384.32,DEBIT,Bangladesh
TXN000799,ACC0058,2023-11-18,3407.26,CREDIT,Canada
TXN000800,ACC0058,2023-04-14,4448.98,CREDIT,UAE
TXN000801,ACC0059,2022-08-17,3731.29,CREDIT,England
TXN000802,ACC0059,2022-07-18,1695.95,CREDIT,England
TXN000803,ACC0059,2023-04-11,4215.8,DEBIT,Singapore
TXN000804,ACC0059,2023-02-16,680.58,CREDIT,Singapore
TXN000805,ACC0059,2023-05-22,1354.41,CREDIT,Bangladesh
TXN000806,ACC0059,2024-04-19,455.54,CREDIT,
TXN000807,ACC0059,2023-08-18,3707.31,CREDIT,Singapore
TXN000808,ACC0059,2022-08-24,2581.2,DEBIT,Canada
TXN000809,ACC0059,2023-05-12,3550.75,CREDIT,USA
TXN000810,ACC0059,2023-12-16,4397.87,DEBIT,USA
TXN000811,ACC0059,2023-01-11,4377.15,DEBIT,Singapore
TXN000812,ACC0059,2022-08-26,1254.96,CREDIT,Canada
TXN000813,ACC0060,2023-03-21,1377.15,CREDIT,Bangladesh
TXN000814,ACC0060,2023-10-10,3180.69,DEBIT,UAE
TXN000815,ACC0060,2022-09-30,1217.27,CREDIT,Bangladesh
TXN000816,ACC0060,2023-11-29,896.14,CREDIT,Bangladesh
TXN000817,ACC0060,2024-03-16,1755.3,DEBIT,Singapore
TXN000818,ACC0060,2023-05-21,3747.32,DEBIT,England
TXN000819,ACC0060,2022-09-27,1938.96,DEBIT,Singapore
TXN000820,ACC0060,2024-04-06,3901.35,DEBIT,Singapore
TXN000821,ACC0060,2023-04-13,3240.43,DEBIT,England
TXN000822,ACC0060,2024-06-27,2053.44,DEBIT,Singapore
TXN000823,ACC0060,2024-07-28,54.4,DEBIT,UAE
TXN000824,ACC0060,2023-02-23,3009.7,DEBIT,USA
TXN000825,ACC0060,2023-05-15,3045.64,CREDIT,UAE
TXN000826,ACC0060,2024-06-18,1384.14,CREDIT,Singapore
TXN000827,ACC0060,2023-08-22,2300.4,DEBIT,India
TXN000828,ACC0060,2023-07-05,3389.21,CREDIT,Bangladesh
TXN000829,ACC0061,2023-09-16,2562.45,CREDIT,Bangladesh
